Covidence,Study ID,Title,Reviewer Name,included,exp1_is_preregistered,exp1_has_pwr_analysis,exp1_hypothesis_quote,exp1_results_quote,exp1_support,exp1_sample_size,exp1_pwr_an_effect_type,exp1_pwr_an_effect_est_raw,exp1_pwr_an_effect_est_d,exp1_effect_justification,exp1_power_estimate,exp2_is_preregistered,exp2_has_pwr_analysis,exp2_hypothesis_quote,exp2_results_quote,exp2_support,exp2_sample_size,exp2_pwr_an_effect_type,exp2_pwr_an_effect_est_raw,exp2_pwr_an_effect_est_d,exp2_effect_justification,exp2_pwr_estimate,exp3_is_preregistered,exp3_has_pwr_analysis,exp3_hypothesis_quote,exp3_results_quote,exp3_support,exp3_sample_size,exp3_pwr_an_effect_type,exp3_pwr_an_effect_est_raw,exp3_pwr_an_effect_est_d,exp3_effect_justification,exp3_pwr_estimate,exp4_is_preregistered,exp4_has_pwr_analysis,exp4_hypothesis_quote,exp4_results_quote,exp4_support,exp4_sample_size,exp4_pwr_an_effect_type,exp4_pwr_an_effect_est_raw,exp4_pwr_an_effect_est_d,exp4_effect_justification,exp4_pwr_estimate
2078,Roelofsen 2020,Leg-amplitude differentiation guided by haptic and visual feedback to detect alterations in motor flexibility due to Total Knee Replacement,Consensus,Yes,No,No,Hypothesized was that adaptation to KOA symptoms wouldlead to a reduction of motorflexibility and thus result in lower between-leg coordination variability and lower temporal variabilitycompared to healthy controls. ,,Yes,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,Chan 2020,Maximum isokinetic familiarization of the knee: Implication on bilateral assessment,Julie Hubley,Yes,No,No,It is hypothesized that 2–3 sets (10–15 contractions) are required for familiarization since few studies have indicated that “low” sets or trials are needed. ,"The number of sets required for familiarization is determined when the average peak
torque achieved stabilization from the series of contractions of each limb. For knee extension, 3
sets (15 contractions) were required for familiarization, whereas 2 sets (10 contractions) for knee flexion in both limbs.",Yes,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,Chan 2020,Maximum isokinetic familiarization of the knee: Implication on bilateral assessment,Abigail Morgan,Yes,No,No,It is hypothesizedthat 2–3 sets (10–15 contractions) are required for familiarization since few studies have indicated that“low”sets or trials areneeded.,"For knee extension, 3sets (15 contractions) were required for familiarization, whereas 2 sets (10 contractions) for kneeflexion in both limbs. Interestingly, for knee extension in ND, the number of sets required forfamiliarization was reduced to 2 following contralateral contractions in D, however, for kneeextension in D, there was no difference in the number of sets required for familiarization fol-lowing contralateral contractions in ND. While for kneeflexion, no cross-limb transfer was ob-served. ",Yes,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,Chan 2020,Maximum isokinetic familiarization of the knee: Implication on bilateral assessment,Consensus,Yes,No,No,It is hypothesizedthat 2–3 sets (10–15 contractions) are required for familiarization since few studies have indicated that“low”sets or trials areneeded.,"For knee extension, 3sets (15 contractions) were required for familiarization, whereas 2 sets (10 contractions) for kneeflexion in both limbs.",Yes,28, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
2076,Scott 2020,Motor imagery during action observation enhances imitation of everyday rhythmical actions in children with and without developmental coordination disorder,Gianna Jeyarajan,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,Scott 2020,Motor imagery during action observation enhances imitation of everyday rhythmical actions in children with and without developmental coordination disorder,Brad McKay,Yes,No,Yes,"Given the proposed deficit in internal modelling and motor planning in DCD (Adams et al., 2014), we predicted that AO + MI instructions would enhance intentional imitation compared to observing then imagining, and compared to when these children simply observed with the intention to imitate this action. In TD children we predicted the same outcomes for AO + MI relative to the other two conditions, but that the pattern of results would be more pronounced in magnitude for DCD compared to TD children. In line with the aforementioned neurophysiological studies into AON function in DCD (e.g., Lust et al., 2019; Reynolds, Licari, et al., 2015) and the behavioural studies on gesture imitation (e.g. Reynolds et al., 2017; Sinani et al., 2011), we expected imitation would be significantly more accurate for TD children overall, compared to children with DCD in each of the three instruction conditions. We explored all predictions for both fast and slow target actions. While we anticipated an increase in the task difficulty when imitating the faster action speeds, we predicted children with DCD would find this task more difficult than those without DCD (","There was a significant main effect of instruction when the data were collapsed across groups, showing imitation was greater for AO + MI than both the intentional imitation and intentional imitation with MI instructions. During intentional imitation, children were instructed to �watch and copy as closely as possible�, and this is not dissimilar to the instructions that are typically provided by teachers, coaches and practitioners for training and refining movement in children. Since the AO + MI instructions significantly enhanced intentional imitation compared to this standard instruction for imitation, our results support and extends the Scott et al.'s (2019) work, which reported enhanced automatic imitation in children for AO + MI compared to AO and MI individually.",Yes,12.5,f,0.43,0.86,previous_study,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,Scott 2020,Motor imagery during action observation enhances imitation of everyday rhythmical actions in children with and without developmental coordination disorder,Consensus,Yes,No,Yes,"Given the proposed deficit in internal modelling and motor planning in DCD (Adams et al., 2014), we predicted that AO + MI instructions would enhance intentional imitation compared to observing then imagining, and compared to when these children simply observed with the intention to imitate this action. In TD children we predicted the same outcomes for AO + MI relative to the other two conditions, but that the pattern of results would be more pronounced in magnitude for DCD compared to TD children. In line with the aforementioned neurophysiological studies into AON function in DCD (e.g., Lust et al., 2019; Reynolds, Licari, et al., 2015) and the behavioural studies on gesture imitation (e.g. Reynolds et al., 2017; Sinani et al., 2011), we expected imitation would be significantly more accurate for TD children overall, compared to children with DCD in each of the three instruction conditions. We explored all predictions for both fast and slow target actions. While we anticipated an increase in the task difficulty when imitating the faster action speeds, we predicted children with DCD would find this task more difficult than those without DCD (","There was a significant main effect of instruction when the data were collapsed across groups, showing imitation was greater for AO + MI than both the intentional imitation and intentional imitation with MI instructions. During intentional imitation, children were instructed to �watch and copy as closely as possible�, and this is not dissimilar to the instructions that are typically provided by teachers, coaches and practitioners for training and refining movement in children. Since the AO + MI instructions significantly enhanced intentional imitation compared to this standard instruction for imitation, our results support and extends the Scott et al.'s (2019) work, which reported enhanced automatic imitation in children for AO + MI compared to AO and MI individually.",Yes,12.5,f,0.43,0.86,previous_study,80, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
2075,Thomas 2020,Physical and perceptual measures of walking surface complexity strongly predict gait and gaze behaviour,Abigail Morgan,Yes,No,No,Thisstudyusedamultimethodapproachtomeasuresurfacecomplexityinordertotryto characterise surfaces with respect to locomotor stability.,"Physical and perceptual measures were highly correlated, with more complex surfacesbeingperceivedasmorechallengingtostability.Furthermore,complexsurfaces,asdefinedfromboth these measurements, were associated with lowered head pitch, increased muscle coacti-vation and reduced walking smoothness.",Yes,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,Thomas 2020,Physical and perceptual measures of walking surface complexity strongly predict gait and gaze behaviour,Hugh Brooks,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,Thomas 2020,Physical and perceptual measures of walking surface complexity strongly predict gait and gaze behaviour,Consensus,No_no_hypotheses, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
2074,Tackett 2020,Sensorimotor synchronization during gait is altered by the addition of variability to an external cue,Aaron Schwarz,Yes,No,No," The purpose of this study was to test the
hypothesis that adding small amounts of variability to the motion of a vertically oscillating treadmill would affect the behavior of healthy walkers.",These results suggest that the addition of a  small amount of random variability to the cycle period of an oscillator may enhance sensorimotor synchronization of gait to an external signal. ,Yes,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,Tackett 2020,Sensorimotor synchronization during gait is altered by the addition of variability to an external cue,Abbey Corson,Yes,No,No,The purpose of this study was to test thehypothesis that adding small amounts of variability to the motion of a vertically oscillatingtreadmill would affect the behavior of healthy walkers,Theseresults suggest that the addition of a small amount of random variability to the cycle period of anoscillator may enhance sensorimotor synchronization of gait to an external signal,Yes,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,Tackett 2020,Sensorimotor synchronization during gait is altered by the addition of variability to an external cue,Consensus,Yes,No,No," The purpose of this study was to test the
hypothesis that adding small amounts of variability to the motion of a vertically oscillating treadmill would affect the behavior of healthy walkers.",These results suggest that the addition of a  small amount of random variability to the cycle period of an oscillator may enhance sensorimotor synchronization of gait to an external signal. ,Yes,16, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
2073,Nojima 2020,Smaller muscle mass is associated with increase in EMG–EMG coherence of the leg muscle during unipedal stance in elderly adults,Aaron Schwarz,Yes,No,No,The purpose of this study was to determine the relationship between EMG–EMG coherence of the leg muscles in standing tasks and physical characteristics and functions in elderly individuals.,"Multiple linear regression analysis revealed that the muscle
mass of the leg was negatively correlated with the change in the
β
-band coherence for the MG
–
LG
pair from bipedal to unipedal stance (R
2
= 0.067, standard
β
=
−
0.345,
p
= .044). ",Yes,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,Nojima 2020,Smaller muscle mass is associated with increase in EMG–EMG coherence of the leg muscle during unipedal stance in elderly adults,Gianna Jeyarajan,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,Nojima 2020,Smaller muscle mass is associated with increase in EMG–EMG coherence of the leg muscle during unipedal stance in elderly adults,Consensus,No_no_hypotheses,,,,,,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
2072,Modersitzki 2020,The influence of time constraints on posture choices during an end-state comfort task,Chitrini Tandon,Yes,No,No,We predicted more thumb-up postures for positions held longerregardless of whether these postures were at the end or beginning state. ,"Results verified that theconstraint of holding the initial posture led to decreased end-state comfort supporting the hy-pothesis that estimation of time spent in postures is an important constraint in planning. We alsonote marked individual differences in posture choices, particularly when the object was moved tothe left",Yes,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
